,text,label
7285,@user he needs that exact amount in hanging rope.,NOT
7286,@user christians been thinking women lie since eve and the start of christianity....conservatives just give it legislative and judical teeth to [OFFENSIVE] women in the modern age.... #kavanaugh  #kavanaughconfirmation  #metoo url,NOT
7287,@user i love your voice. how do you get it to sound so sexy and strong? #barbiedreamsvideo,NOT
7288,"@user @user @user @user @user sad that you are trying to pawn off another rich right-wing type in an age of increasing wealth [OFFENSIVE]. a price gouging pharma executive at that. after trump tried to gut healthcare with no real [OFFENSIVE] in that repeal &amp; [OFFENSIVE]"". it's a slap in the face.""",NOT
7289,@user dude...what happened to you? #messedup,NOT
7290,@user ummm.   you are one of those [OFFENSIVE] that shouldn’t be there.  😂,OFF
7291,@user @user @user @user does your mom know you are on twitter?,NOT
7292,@user idk u too well but that must be a [OFFENSIVE] delicious corn chip that someone misses dearly,OFF
7293,@user she is so damn cute! def with the facial expressions,OFF
7294,@user @user @user @user well i just saw this and clicked on bens link to see who he is and he has me b[OFFENSIVE] and i've never heard of him before.,NOT
7295,@user @user @user oh it's ok if they're liberals....hadn't you heard 😡,NOT
7296,@user @user @user yea right. i’m from nyc and she’s  easy to read. dumb and has a chameleon personality.  fits in everywhere bc she is diff to diff [OFFENSIVE].,NOT
7297,@user when they’re reviewing plays he is [OFFENSIVE],NOT
7298,@user he's beyond [OFFENSIVE].,OFF
7299,@user funny- kerry should know! right! standing with our president 👍🏼👍🏼👍🏼🇺🇸🇺🇸🇺🇸 @user,NOT
7300,@user @user @user @user @user [OFFENSIVE] a pc player with kb/mouse with con[OFFENSIVE]er in a fps is [OFFENSIVE]istic. unless he is playing games for the first time or using keyboard mouse for the first time,NOT
7301,@user its intere[OFFENSIVE] to see the [OFFENSIVE] with these liberals when last year it was discovered that there was a “hush fund” for congressional  sexual [OFFENSIVE]s while working for the government,OFF
7302,@user #[OFFENSIVE]liberals as usual. put a republican in [OFFENSIVE] down there and see how quickly things improve. #hurricanemaria pulled the veil off of liberals keeping [OFFENSIVE] in #[OFFENSIVE] so they can stay in power promising a brighter day.,OFF
7303,@user why would kerry want to appear to be talking to the iranians. there is no [OFFENSIVE] he is trying to talk them into waiting out trump. that's [OFFENSIVE] in my book to feel that you think you know better what the us policy should be than the us gov't. promoting his book for personal gain!,NOT
7304,@user not even [OFFENSIVE] to what happened she is a liar and [OFFENSIVE]ing how [OFFENSIVE]ic her actions on the court looked,OFF
7305,@user i don't [OFFENSIVE]ve she's even getting [OFFENSIVE] [OFFENSIVE]s. conservatives don't roll that way. plus her &amp; her attorneys bankroll is soros,OFF
7306,"kavanaugh [OFFENSIVE] christine blasey ford may testify before senate judiciary committee""  url #tcot #maga #rednationrising""",NOT
7307,@user conservatives are [OFFENSIVE] [OFFENSIVE]s  url,NOT
7308,"@user @user @user but again, these legal concepts have nothing to do with the need to regulate the purchase and possession of weapons, which is already regulated.  we currently have gun control"" and re[OFFENSIVE]ions on 2nd amendment rights.  try to bring a gun into a court[OFFENSIVE].""",NOT
7309,@user nbc just doesn’t get it!  it has nothing to do with the day of the week or football. it has everything to do with the liberals looking down their noses at the american [OFFENSIVE]. their [OFFENSIVE] [OFFENSIVE] [OFFENSIVE]s  - [OFFENSIVE] at those who do not think like them.,NOT
7310,@user you should do it,NOT
7311,@user @user @user but ... but ... i was trying to get him to block me. the trans porn [OFFENSIVE] was the perfect ammunition ... but now it will never happen! 😮😧🙁😞😢😭 url,NOT
7312,@user dam [OFFENSIVE] slave owners,OFF
7313,@user lmaooo you are so wise ily,NOT
7314,@user who will abuse it the most: liberals or rinos?,OFF
7315,@user gun control is a weak subject for him. two hands please,NOT
7316,@user [OFFENSIVE]... we need to start a [OFFENSIVE].   could be [OFFENSIVE] they could be antifa dogs :),OFF
7317,@user @user @user @user @user she is a [OFFENSIVE] if air. she needs to go.,NOT
7318,@user @user @user liberals have made it an art form. #t[OFFENSIVE]time🐷 ♠️,NOT
7319,@user kurt: liberals are [OFFENSIVE]ed with seeing the president's [OFFENSIVE]ing [OFFENSIVE]. they [OFFENSIVE] about being in the room with his [OFFENSIVE] hog. [[OFFENSIVE]ing] they can't stop thinking about that mushroom-capped [OFFENSIVE]. [visibly erect],OFF
7320,@user @user @user how many @user backbenchers think it’s workable? url,NOT
7321,15 signs that say you are an #entrepreneur. is this you? url #smb url,NOT
7322,@user antifa [OFFENSIVE] [OFFENSIVE]s. are you defending [OFFENSIVE]s? blm is sick of [OFFENSIVE] cops [OFFENSIVE]ing [OFFENSIVE]ed [OFFENSIVE] [OFFENSIVE]. are you defending [OFFENSIVE] cops?,NOT
7323,"#kavanaugh [OFFENSIVE]s more detailed response, confirms the view that he deserves an opportunity to defend his reputation: this is a completely [OFFENSIVE] [OFFENSIVE]. i have never done anything like what the [OFFENSIVE] de[OFFENSIVE]s—to her or to anyone...."" url",OFF
7324,@user i accept your [OFFENSIVE] and you are [OFFENSIVE]d,NOT
7325,@user @user come on! even 35 years later and don't re[OFFENSIVE] any actual details of the event?  this is nothing but another liberal doing whatever it takes to stop a conservative. the real [OFFENSIVE] here is seeing what liberals will do to get their way. u should be the one that should feel [OFFENSIVE],NOT
7326,@user me and my girl walked th[OFFENSIVE] san francisco and i came up with a new game. homeless or antifa. the homeless are so much more pleasant,NOT
7327,@user @user @user @user shitt on pitt - perfect for wiping the seat! url,OFF
7328,@user the show must go on! we must have crazy liberals [OFFENSIVE]ing and [OFFENSIVE]ing a [OFFENSIVE] inside of that courtroom? if they let these same [OFFENSIVE] in as they did during the hearings this is just going to be another circus,OFF
7329,@user too bad!  never liked him since i met him years ago!  very [OFFENSIVE] but you see what goes up must come down!  never think you are too good for anything or anyone!,NOT
7330,@user @user unlike you i'm not about that life ✌  antifa = kkk,NOT
7331,@user conservatives are not his fan base have not been forever!!!!! just trying to take out #beto support and this is bs!!!,NOT
7332,@user she is perfect!! 💞💕💞 love you both!,NOT
7333,.@user “i am [OFFENSIVE] all the rules for running as a democrat by speaking about sensible gun control. a woman at #marchforourlives told me how ga’s lax gun laws allowed her d[OFFENSIVE]er to kill herself before she could [OFFENSIVE] &amp; begged me to [OFFENSIVE] the laws. we can win.” url,OFF
7334,@user rip comrade! #antifa,NOT
7335,@user glad you are at least safe! sorry to hear about this whole mess 😕,NOT
7336,@user omfg... 😂,OFF
7337,@user @user @user @user @user @user @user @user @user @user @user @user @user we’ve also written a post about 5 metrics to [OFFENSIVE] the success of your b2b podcast: url,NOT
7338,@user just saw your algae commercial blaming @user that’s pretty rich considering you are the gov and have done zero zip and now you want to be senator of fl.,OFF
7339,@user this is one of the soros contacts for antifa activists url,NOT
7340,@user evil man. how would you know,NOT
7341,@user oh that’s racist. big lips/big butt/big nose. that doesn’t even look like her. also she is about 100 pounds to big. it also creates the image of the typical [OFFENSIVE] woman with attitude.  it’s so racist. url,OFF
7342,@user just be[OFFENSIVE] his best stats season was at 34 doesn’t mean he’s the greatest pl midfielder 🤣 fuck off,OFF
7343,@user trump needs to move to egypt as he is [OFFENSIVE]ly in de nile.,NOT
7344,@user chicago tribune: london mayor sadiq khan and the ties to farrakhan he’d rather [OFFENSIVE] url via @user,NOT
7345,@user gd i thought he lost his voice?,NOT
7346,"@user [OFFENSIVE]ly bozoobama is not politician""...&amp; [OFFENSIVE]ly not that he &amp; billayers &amp;[OFFENSIVE]d erikholder started police [OFFENSIVE]ity antifa,blm,ows ""[OFFENSIVE]s"" &amp; didn't fund our us military as b4 for 8 yrs,but gave world sponser of [OFFENSIVE] iran $170. bil... nooo!; not ol' isis-lover 'bama.""",NOT
7347,@user dumb ass.  wear a helmet next game,OFF
7348,@user it’s going to suck with any rating. [OFFENSIVE] without the [OFFENSIVE]rman origin isn’t really [OFFENSIVE]. this is just a sony cash grab.,OFF
7349,just imagine the [OFFENSIVE] we’d be living under had these leftwing tryants waging war on us and our duly elected president and the american republic itself gained [OFFENSIVE] control of the us supreme court the neocon’s #nevertrump crew was trying to deliver to them?  #maga 🇺🇸,OFF
7350,@user help help liberals... sexual [OFFENSIVE]s with facts... where are you?,NOT
7351,@user but they promise free [OFFENSIVE] from the magic money tree 🙄🙄😂😂😂😂 #maga 🇺🇸🇺🇸🇺🇸🇺🇸,NOT
7352,@user lol shit i just said this on your other tweet 😂😂,OFF
7353,@user i knew you weren’t a real republican committed to your [OFFENSIVE]!!!! you need to [OFFENSIVE]. get out now!! you are a [OFFENSIVE] to every republican/conservative [OFFENSIVE] who work towards solutions and does not [OFFENSIVE]ly [OFFENSIVE] the potus!!! quit already.,OFF
7354,@user @user @user @user @user the stats from that are [OFFENSIVE]. they considered “school shootings” a wide range that most didn’t even include a school. just another fake stat to push gun control.,NOT
7355,@user @user which some [OFFENSIVE] gun ban you’re rolling over in your mind would [OFFENSIVE]?    gun control is evil [OFFENSIVE]ed  url,OFF
7356,@user haha! you try so hard to be [OFFENSIVE] but i'm sure you and [OFFENSIVE] can relate! but you are correct on how sad trump really is. old man [OFFENSIVE]ly owns the viagra company. jokes on you kid. url,OFF
7357,@user is it bad that i like quetsiyah. and thought amara and silas deserved it?,NOT
7358,@user she is not lisa url,NOT
7359,@user we would rather keep bieber than trudeau. you are welcome to trudeau,NOT
7360,@user now how did this happen in gun control nyc?,NOT
7361,@user the tran[OFFENSIVE]ncy of their acts furthers the myth that all women are victims. some truly are but these [OFFENSIVE] liberals wouldn’t know one if they saw one. in the end their [OFFENSIVE] will hurt the real women that really need help.,OFF
7362,@user it's just that it looks [OFFENSIVE]. that's all liberals care about. optics.,NOT
7363,@user @user 🥀😢😢😢😢😢 so sad and [OFFENSIVE]able. lift gun control in chicago. allow decent [OFFENSIVE] to defend themselves.,NOT
7364,@user ever see when someone is [OFFENSIVE] in quicksand and gets the brilliant idea to reach down and pull their feet out... = espn,NOT
7365,@user you are [OFFENSIVE]ly quiet.😪,NOT
7366,@user @user i think she is great,NOT
7367,"@user @user @user and civil rights,"" like the 'right' to kill your own child [OFFENSIVE]ing a child's right to life...from the same [OFFENSIVE] that insist on more [OFFENSIVE] gun control laws to 'save the lives of children.' let that sink in...""",OFF
7368,@user @user ikr? riding [OFFENSIVE]er? have fun running to [OFFENSIVE] rear backwoodsistan [OFFENSIVE]!,OFF
7369,"@user i want to #askalivelshi  why isn't the basic [OFFENSIVE] of survival of the fittest"" vs ""take care of everyone"" the dems main point.  isn't this the core of all others ? gun control, wealth and income [OFFENSIVE], health care, entitlements, epa, glbl wrm.  most agree here url",NOT
7370,@user they been had open world [OFFENSIVE]r man games tho. we need a [OFFENSIVE]rs game with all of them [OFFENSIVE]s,OFF
7371,@user @user why don't they want health care? why do they want rich [OFFENSIVE] to pay less taxes? why don't they care about the [OFFENSIVE]? why don't they want any gun control? why are they so [OFFENSIVE] of [OFFENSIVE]s? why are they so full of hate when they control all branches of government? why???,OFF
7372,@user @user my bias park jimin  he is perfect man 😍😍😍 #jimin #bts #main dancer and read vocal💕 heart you🤣💟👍 url,NOT
7373,same here but the more he talks the dumber he looks wwgiwga maga url,OFF
7374,@user @user shove it the view you are the most [OFFENSIVE] show on tv and like everyone always says “who watches these [OFFENSIVE]s”!,OFF
7375,@user heidi cruz started life as a brunette. now she is a blonde. god works in [OFFENSIVE] ways.,NOT
7376,@user @user @user @user @user @user @user @user @user @user 😂😂😂 your [OFFENSIVE]. you spin my words just as they spin alex's words. i never said it didnt happen. i said it was a [OFFENSIVE] flag and they had actors help garner public [OFFENSIVE] for gun control.,NOT
7377,@user i've got this great idea for a phone app though. justwank,NOT
7378,@user feel sorry for the voters no good choice 🐷,OFF
7379,@user @user what does juan contribute on fox? we all know which side of the fence he plays on. pretty much know what he is going 2 say. listening 2 him is like watching paint dry. i have better thgs 2 do😠🤢,OFF
7380,@user @user long time [OFFENSIVE]s will also have a hard time while he is there.,NOT
7381,@user and there you have it...,NOT
7382,@user leftist [OFFENSIVE] prescreening [OFFENSIVE],OFF
7383,@user [OFFENSIVE]y's dad t[OFFENSIVE] him eveything about   [OFFENSIVE]grabbing sexual [OFFENSIVE]  #trump [OFFENSIVE] time.  #maga girls have to stay [OFFENSIVE]. url,OFF
7384,"@user @user is a piece of royal shit of nehru dy[OFFENSIVE]. sometimes i wonder if everything i was t[OFFENSIVE] stands [OFFENSIVE]n! eminent citizen"", ""liberals"", ""intellectuals"" all these terms now tell me 1 thing: the person being mentioned is anti-india, feeds off my money &amp; [OFFENSIVE]s me always""",NOT
7385,"@user @user @user especially those who play the good religious boy"" routine as 80% of their ""job interview"". [OFFENSIVE]ly, imagine pulling that crap in a job interview &amp; then imagine - interview for supreme court justice.  kav spends way too much time talking about how pure he is.""",OFF
7386,@user sounds like a lot of liberals don't want america to know the [OFFENSIVE].,NOT
7387,@user just ask them how does having some of the [OFFENSIVE]est gun control laws working out for chicago,NOT
7388,@user oh fuck yeah,OFF
7389,@user what an [OFFENSIVE] soul you have.,OFF
7390,@user he is both. best [OFFENSIVE] ever.,NOT
7391,@user go away my child. you are so [OFFENSIVE] that you can't even entertain a [OFFENSIVE].💩💩🐷🐷,OFF
7392,@user or we could have gun control,NOT
7393,@user @user nobody cares about paid [OFFENSIVE]ers the capitol police need to get a hold on them lock them up,OFF
7394,@user no [OFFENSIVE],OFF
7395,@user url if you’re not an ancom then you should be on my side,NOT
7396,"@user @user @user she is a journalist and spreads fake info about painting of shree krishnaji. why [OFFENSIVE] [OFFENSIVE] ligic &amp; professionalism when they try to be secular"". do not tear our religious books to prove your [OFFENSIVE]ity. [OFFENSIVE] your [OFFENSIVE] with moral means. url",OFF
7397,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user jaws v: when jaws jaws back - starring kurt chiselchest and lorna buxom  whud i win?  it better not be one of them laser swords...jess will b [OFFENSIVE].,OFF
7398,@user a military tribunal will get holder.,NOT
7399,@user never saw it before. it’s delicious,NOT
7400,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user did i say something personal?,NOT
7401,#cdnpoli how can anyone expect the liberals to follow their own rules?  rules are for other [OFFENSIVE] aren't they?  the governing liberals have allowed... url,NOT
7402,is anyone [OFFENSIVE] that a president who would commit [OFFENSIVE] with russia to get elected would pick a rapist for the supreme court?#mondaymotivation #[OFFENSIVE]s #maga #marinesagainsttrump #kavano #bluewave2018 #postponethevote #kavanaugh #stopkavanaugh,OFF
7403,@user can you take that to the bank?????,NOT
7404,@user @user @user he is correct,NOT
7405,#westminster @user #tories @user @user #brexit 🇬🇧 @user #brexiteers #outoftheeu @user #eu #brussels #re[OFFENSIVE]s #remainers #[OFFENSIVE]s #fbpe #non-patriots #anti-uk #pro-eu #[OFFENSIVE]s #[OFFENSIVE]s #[OFFENSIVE]s #leftieluvvieliberals 😂😂😂😂 url,NOT
7406,@user good day   i trust that you are well  please send me your email address,NOT
7407,@user you rock laura.  we need the rinos [OFFENSIVE].  they are hiding [OFFENSIVE] republican status.  we need new blood in november.  it has to continue to 2020.  maga  our forefathers would want us to save our country.,NOT
7408,@user right.!!!! i don't know what the hell he is saying half the time. i would get [OFFENSIVE]n off the show the first episode.!!!!😟😕,NOT
7409,"@user @user conservatives right we've bought a load of steam powered rolling [OFFENSIVE] for brexit britain, why not [OFFENSIVE] a few more lines like they did with the beeching cuts?"" url",NOT
7410,@user @user @user that sucks. have plans?  you should team up with lemons!,OFF
7411,"@user @user this is [OFFENSIVE]. read more about the hi[OFFENSIVE], [OFFENSIVE], and true belifs of [OFFENSIVE]. antifa do not/[OFFENSIVE] do the bidding of ruling class be[OFFENSIVE] that's what [OFFENSIVE] is for aka [OFFENSIVE]s. and u.s. liberals"" have always been right leaning.""",NOT
7412,@user [OFFENSIVE] need to get a life. she is a beautiful lady doing her job. they need to [OFFENSIVE] her [OFFENSIVE] and [OFFENSIVE] tessa [OFFENSIVE]. doesn’t matter what you are everybody needs to show love not hate.,NOT
7413,@user he is going extinct,NOT
7414,@user @user @user [OFFENSIVE] glory hunters,OFF
7415,@user @user @user @user the uk only has a fraction of the population &amp; had a fraction of the number guns we do not to mention a gun culture &amp; [OFFENSIVE] of which there is ample supply here. uk type of gun control will not work here but will exaserbate the gun [OFFENSIVE].,NOT
7416,@user you would. can't fix [OFFENSIVE].  #maga #qanon #thursdaythoughts #[OFFENSIVE]thedeepstate #thankfulthursday #wwg1wga #walkaway,OFF
7417,2019 tours will include flights and hotels.,NOT
7418,trump is what we need #maga,NOT
7419,trump... an ive league billionaire and negotiator extraordinaire!! jan... #[OFFENSIVE] !! 🤔 i’ll take trump!!! #maga #trump2020 url,NOT
7420,@user @user @user @user i knew we would find out that this is all the liberals’ [OFFENSIVE]. 🙄,OFF
7421,@user [OFFENSIVE] you.  do you own twitter? do you have twitter rights that no one else does?   if you continue to [OFFENSIVE]ly [OFFENSIVE] and name call me - i will continue to respond and defend myself.     typical liberal trying to [OFFENSIVE] all antifa style.  guess what?!? you still lose!,NOT
7422,@user another funny thing is how they refer favorably to japan be[OFFENSIVE] of gun control but [OFFENSIVE] japan for their [OFFENSIVE] policies 🤔🤔,NOT
7423,@user what the earthy fuck is racket abuse??????  a fake-ass [OFFENSIVE]. have you ever put down the donuts and watched a men's match??????,OFF
7424,@user 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 that sums up the state of liberals,NOT
7425,@user @user lmao please show me the proof of all you state. not what i said on cnn. facts just the facts. like i said funny all this pops up when all the other [OFFENSIVE]s didn’t stop the vote. if she is [OFFENSIVE] she can recall the [OFFENSIVE] how she got there and all the important info. not that it,NOT
7426,a long ass blog that might not make sense url,OFF
7427,@user brett kavanaugh was supposed to be a selling point for gop candidates in the midterm elections. but now he could become a liability...cbs enough of all your bs lies. go away with your other liberals cnn. msm. we are not listening to your [OFFENSIVE] bs stories!!! 😡😡😡😡,OFF
7428,@user @user he is rushing to catch up to drumpf,NOT
7429,@user @user happy birthday tyler! may god favor you with a day as amazing as you are! be blessed today &amp; always!! 🎉🎉,NOT
7430,"@user question: did you get the amount of money from liberals you wanted? after 30"" years, that was your only [OFFENSIVE].""",NOT
7431,@user conservatives have become the cadaver [OFFENSIVE].,OFF
7432,@user @user @user @user so pleased you gave me the oppotunity to show some more [OFFENSIVE]1 thanks so much i love to use supporters of the corrupt as a billboard!  url,NOT
7433,@user he is making faces like [OFFENSIVE] strokz...,NOT
7434,@user the [OFFENSIVE] you haven’t heard from dr ford about whether she is available to testify on monday yet is be[OFFENSIVE] she is [OFFENSIVE]ly trying to find someone to corroborate her [OFFENSIVE] with the help of the dnc and soros’ deep pockets!,NOT
7435,@user his name is coco!  he is a pomeranian.  he's actually old.  he's is 12. the most loyal dog i have even known!,NOT
7436,"@user i dont think it was her race or looks. biden and liberals were put on strategic [OFFENSIVE] by ct's [OFFENSIVE] that he was being electronically [OFFENSIVE]ed. he played the race card and liberals folded like [OFFENSIVE] suits. gopers now just do not care.""",NOT
7437,@user as soon as kavanaugh is seated you can say goodbye to federal gun control. never in your life will you see it again.,NOT
7438,@user he is definitely an adorable little guy.,NOT
7439,//you are all not ready for #makotoniijimaweek2018,NOT
7440,@user @user @user —jameis winston— he is no longer in college whereas jimbo fisher and his school protected this sexual [OFFENSIVE]...he needs to sit in [OFFENSIVE]...he is getting off easy be[OFFENSIVE] she didn’t filed sex [OFFENSIVE]s against him...,NOT
7441,@user @user yep. and if he would get rid of the bell instead of taking sacks i’d be thrilled. not sure if he is aware of the rule. but you can [OFFENSIVE] the bell away,NOT
7442,@user lmfaooooo foh w that free thought shit lmaoooo,OFF
7443,. my god. #theemmys  and the limousine liberals are sick [OFFENSIVE]ing [OFFENSIVE] with no brains.  .,OFF
7444,@user @user actually i think antifa over took them and you contributed to their [OFFENSIVE] too..,NOT
7445,@user i bet they all have 'fitted' waists. be[OFFENSIVE] women are meant to look 'hourglass' even when they don't give a shit.,OFF
7446,@user cockwaffle or normal waffle?,NOT
7447,#[OFFENSIVE]alert gun control activist david hogg suggested ar-15s [OFFENSIVE] be used for self-defense be[OFFENSIVE] they shoot further than handguns. url,OFF
7448,@user i have long thought that liberals are children trapped in adult bodies.,OFF
7449,@user @user of course he is. he will be re[OFFENSIVE]ed for being the biggest [OFFENSIVE] in hi[OFFENSIVE]. they [OFFENSIVE] the rules [OFFENSIVE]ly. #gop[OFFENSIVE]s,OFF
7450,@user what does a snot nose 18-year-old kid know? he’s just a loud [OFFENSIVE] [OFFENSIVE] punk who the media has placed on a pedestal using to promote gun control. he is fed tag lines to spark [OFFENSIVE] in order to bring attention to the gun control [OFFENSIVE] that he knows nothing about.,OFF
7451,"@user only the left is [OFFENSIVE], like they guy who shot gop senators, and antifa who [OFFENSIVE] berkeley, portland. and blm that [OFFENSIVE]ed ferguson.  nobody who actually [OFFENSIVE]s makes [OFFENSIVE] [OFFENSIVE] first, duh. they just do it"" as nike who now supports cop-[OFFENSIVE]s put it.""",NOT
7452,@user @user why do you think liberals hate guns?  bc we don’t think military weapons should be in civilian life? please.,NOT
7453,@user @user @user @user @user @user 1) a fetus may or may not become a baby. 1/3 or pregnancies end in [OFFENSIVE]. if a woman had pregnancy [OFFENSIVE]s that could kill her are conservatives going to let her dies be[OFFENSIVE] the fetus she is carrying has a 2/3 chance surviving?,NOT
7454,@user hedy lamarr is a [OFFENSIVE] second.  she is fascinating.,NOT
7455,@user ❤ you are beloved! ❤,NOT
7456,"@user please don't tie him to the left - the guys pathalogical also, let's not make alt-left"" a thing.  the alt right are nazis and [OFFENSIVE] supremacists  a bunch of random college / yuppie socialists, podcasters, and a few antifa are not equivalent in any way, shape, or form.""",NOT
7457,@user there is no way you can defend @user   he is the worst for auburn. time to part ways,NOT
7458,@user @user isn’t he married?  where is his wife?,NOT
7459,@user that is a lot of [OFFENSIVE] for tucker to take upon himself. surely he is not the only on at [OFFENSIVE]?,OFF
7460,@user oh man i was just telling myself this today. such good and encou[OFFENSIVE] advice when you are doing something new.,NOT
7461,@user @user yes mothers now this is what the [OFFENSIVE] left will make you do to your little boys! are we really going to let this happen? pure evil! #votedemsout #maga #2020 #confirmjudgekavanaugh @user url,OFF
7462,@user @user @user [OFFENSIVE]ent [OFFENSIVE] now he’s [OFFENSIVE]ing liberals isn’t it 🤔😐 ... he’s been doing this this since #killgough wasn’t an [OFFENSIVE] back then tho (app[OFFENSIVE]ly) #auspol,NOT
7463,. this little one is my why. she is the [OFFENSIVE] i strive each day to become a better version of who i already am. . before [OFFENSIVE] i used to fear i’d never have enough time for a [OFFENSIVE].… url,NOT
7464,@user that or she is an [OFFENSIVE]ly good [OFFENSIVE],OFF
7465,@user @user omg shyt,OFF
7466,@user @user sir now to russia....putin is [OFFENSIVE] and a little bit crazy...the [OFFENSIVE] 1.7 trillion gdp might [OFFENSIVE] [OFFENSIVE] actions from his [OFFENSIVE] regime. denuclearization in ex[OFFENSIVE] for oil patch tech. thats all they have.. sir..maga,OFF
7467,...and then there's this: url  #trumparmy🇺🇸© @user #allvetsradio #voc #thebrooks[OFFENSIVE]✔️ #maga❤️🇺🇸 @user @user  @user  @user  @user url,NOT
7468,@user @user either you democrats &amp; liberals move aside or we will help you move aside we the [OFFENSIVE] can [OFFENSIVE] you from office 20+million veterans can’t be [OFFENSIVE] url,NOT
7469,@user @user pushed to my limits. url,OFF
7470,@user @user @user #trump[OFFENSIVE]mentsyndrome case number 3837252 wow #liberals got it bad about the same as the #msm,NOT
7471,@user what a handsome boy! reminds me of one of my fosters a little bit. sorry i don’t have a better picture - she is one of the ones that got away. i’d have 20 if i could. url,NOT
7472,@user [OFFENSIVE]ly?! do you really [OFFENSIVE]ve your own crap? why don’t you just move on if she is so [OFFENSIVE]. this ugly side to you is very unbecoming😞,OFF
7473,@user she never planned to testify. it was all an act - one that fell flat very quickly.  liberals will never learn.   we know their tactics. we can accurately predict their actions &amp; responses. we also know how to think &amp; do research. that's why they hate us. they can't control us.,OFF
7474,@user @user you are awesome!,NOT
7475,@user she is your sister!lol,NOT
7476,#cincinatti  well these shootings will keep happening be[OFFENSIVE] of your [OFFENSIVE] gun laws so its time americans woke up and do something about it be[OFFENSIVE] it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will.,OFF
7477,"@user rosie hugs him [OFFENSIVE] hello angy."" she smiled happy ""im so happy that she is back and i bet you levi will be here in a few seconds."" levi walks in and gasps ""rosie!"" levi ran over making jack smile""",NOT
7478,@user oh my god. they’re so [OFFENSIVE] cute.,OFF
7479,@user i hope you are liking the cooler weather. my husband and i are going to watch the other hellboys before we see yours in the theatre. we are both excited!!,NOT
7480,@user @user @user why would anyone be in group lock-step with either [OFFENSIVE]? i’m in favor of gun control and [OFFENSIVE]ve in climate [OFFENSIVE]. i’m against big government and wealth redistribution. independent thinkers don’t fit into either [OFFENSIVE].,NOT
7481,@user yea i think so! she is for the time being thanks for asking :),NOT
7482,@user his jewels have their own gravitational field!🛸,NOT
7483,@user national unity? o you are so full of it! you just tweeted to get [OFFENSIVE] mobilized. does that mean paying [OFFENSIVE] to mobilize and [OFFENSIVE] [OFFENSIVE]! where is it that you spoke out about antifa? a official group of [OFFENSIVE]ists.,OFF
7484,"chris christie: kavanaugh [OFFENSIVE]s 'extraordinarily [OFFENSIVE]'""  url #tcot #maga #rednationrising""",NOT
7485,@user i’ve actually never seen got but i know who he is and i still died,NOT
7486,@user @user such a cool syn[OFFENSIVE]ity..it def made my day!  just released a thread w/exactly this concept.  #deutschebank connection is un[OFFENSIVE]edly the pivot point..&amp; #mueller has a [OFFENSIVE] squad of financial forensics experts on his team w/vast db $$-laundering knowledge.  subpoena #kavanaugh,NOT
7487,.@user used his #ldconf2018 speech to spell out the [OFFENSIVE]s facing britain and how they can be [OFFENSIVE] without resorting to the populism of @user and the @user the @user are the only [OFFENSIVE] who #[OFFENSIVE]better for britain url,NOT
7488,@user @user brilliant! #maga #walkaway,NOT
7489,@user she is inciting [OFFENSIVE] .  big [OFFENSIVE]ence between free speech and inciting [OFFENSIVE].  sometimes you are expecting action good or bad from the words you use.  [OFFENSIVE] must be held accountable for those words good or bad.,NOT
7490,@user i hope he can get back too nd🍀 days he is a real dawg!,NOT
7491,#[OFFENSIVE]s and #islam finally got their #[OFFENSIVE]supremacist #[OFFENSIVE]ists they have wanted for so long they can harp on about and say were [OFFENSIVE] than them ..  two 15 year old boys from #ramsgate!  jesus 🤔  #maga #mega #mcga #mbga #conservatives #patriots url,NOT
7492,@user trump is just playing whit liberals i bet this is his way to help conservatives win next elections and take credit. trudeau is in the corner right now. any deal whit usa will be bad for canada.,NOT
7493,"@user @user serena is a [OFFENSIVE]. she [OFFENSIVE]ed to shove a ball down the throat of a line judge in the 09 us open. she was 2 points away from [OFFENSIVE] in the semifinals when she dbl [OFFENSIVE]ed. she went ballistic and was [OFFENSIVE]d a point. she lost the match due to her [OFFENSIVE]s. she's a [OFFENSIVE]""",OFF
7494,@user there already is gun control tho...,NOT
7495,@user @user some of christine blasey ford fine upstanding americans she follows: beverly hills antifa laguna beach antifa neverland antifa midwest antifa boston bob antifa wait for it; anthony weiner - inmate# 3425742 @user kinda says it all! wwg1wga patriots...,NOT
7496,@user i don't think he needs a qualification.  but good  on you. i am impressed.  you are an inspiration to you younger peers.,NOT
7497,@user ...stay classy!!...what a [OFFENSIVE] - if i were the ump i take her to court for bringing his reputation into [OFFENSIVE]...🤔🤔🤔 url,NOT
7498,@user he is 100% and ballin',NOT
7499,@user i was actually thinking you were joining antifa.,NOT
7500,@user she is back !,NOT
7501,@user @user the left have become a bunch of thugs. #nancypelosi #chuckschumer,OFF
7502,@user full [OFFENSIVE] and justice.... url,NOT
7503,@user he is right,NOT
